Unnamed: 0,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,year,month,day,hour
12738.469,2001.8235,8.112821,18.101364,67.78267,23.949808,3.1487894,0.19176403,0.6705137,0.31617862,2015.5168,9.8271675,8.834222,14.398891
3491.0806,447.91623,15.442417,14.644242,85.373405,19.062162,0.9048071,0.11275604,-0.14801219,2.4141605,2015.1903,4.5968165,8.343508,5.1844325
11537.553,1929.4016,11.964938,10.543492,85.830505,15.282339,2.636471,0.13669752,0.31354374,0.478671,2015.671,9.306409,13.662155,4.8805165
7787.494,412.2585,9.662485,18.667765,75.05388,19.16433,0.64431643,0.2109625,-0.08402861,2.4518812,2015.258,3.3355641,8.069165,16.146341
3618.502,209.08542,16.763487,5.4719586,83.25058,9.342114,1.038371,-0.09615049,0.23981398,2.4489634,2015.3561,3.5736554,24.38659,7.066118
13323.299,2111.9326,9.157564,12.473646,85.88031,21.535091,1.2228298,0.046123274,0.4213,1.7633866,2015.973,9.835308,7.9827533,9.721088
7695.3447,170.01535,8.022615,18.509966,68.81728,23.630768,2.148113,0.07300769,0.5514405,2.318234,2015.4175,3.250971,23.781796,8.005492
13446.095,1228.4392,7.92265,18.759922,57.58719,24.379906,5.075586,-0.1334235,0.4897365,0.42295766,2015.9115,5.314342,24.213224,16.866987
4831.023,286.97275,10.650481,7.7611117,80.923325,11.511999,0.62158823,0.16500771,-0.0754366,0.6965267,2015.9272,3.3942223,9.3014765,6.2696576
4268.921,369.65927,18.622627,13.293723,58.67399,24.251364,1.5918758,-0.14603996,0.26419672,2.2554743,2015.9409,3.2501168,23.191341,7.977019
13443.997,2311.8494,7.9652605,13.503485,57.801987,23.145977,4.5902395,0.18190509,0.7136463,0.3108477,2015.3458,9.85996,24.17318,16.73067
5774.7227,1629.5007,15.51936,5.670907,69.80809,10.255524,0.75633717,0.19979978,0.6899743,0.35528344,2014.9943,9.858597,16.553411,14.432246
8066.5586,1960.7382,18.589092,7.368944,80.56366,17.2818,2.0417666,-0.02646622,0.38250938,2.236465,2015.0564,5.232909,18.11202,6.7802567
5431.8413,2169.5989,14.05707,6.1105566,74.40188,9.718659,0.99104345,-0.098651186,0.43717355,2.398063,2015.7445,9.151515,20.333193,14.391411
6996.7437,488.1238,7.350522,18.166056,61.488693,19.24351,0.6157193,0.2033813,0.3980886,0.37208658,2015.8407,8.806504,8.508915,4.7252584
13447.101,2338.4182,7.9617343,18.450539,70.439224,14.500994,2.2756364,0.20959395,0.69461566,0.31382793,2015.2936,9.856569,9.033042,14.663246
