Unnamed: 0,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,year,month,day,hour
8247.272,473.6264,11.515903,10.544427,86.893074,10.803272,4.8263636,0.0025793498,0.34135896,1.8457041,2015.2148,10.09028,15.473886,7.655048
11808.9,677.21967,10.70082,9.608855,81.148834,12.379644,3.3902032,-0.026389973,0.2582147,1.8088515,2015.6814,8.77876,15.384541,9.994973
15475.129,561.7057,7.3745937,6.779563,82.79429,13.31783,4.949949,0.014720099,0.50511837,2.3345325,2016.084,9.014671,15.996461,9.279509
7727.6836,808.029,14.566297,14.151542,76.89489,22.155476,4.8873363,-0.002578879,0.28170836,1.5034109,2015.2694,8.041261,18.386154,13.620311
4941.162,1235.2072,16.546072,17.398594,66.44465,15.237915,2.3269222,0.013775533,0.2729413,1.0992314,2014.9376,7.6387286,11.991711,10.985524
6046.5527,347.12256,13.212818,11.899627,75.908455,18.108444,2.8786125,0.012665933,0.6073076,0.87051255,2015.2346,6.123209,14.658387,7.2727094
2841.7568,749.0188,4.5584817,1.5966691,75.423775,17.73052,3.863996,-0.027764222,0.62668145,3.4826946,2015.2993,1.1638962,15.378122,12.58785
3601.961,1291.9497,14.175079,12.787337,62.45686,23.06573,2.4294581,-0.0051281434,0.35494018,0.43511322,2015.0066,5.0503597,14.424666,13.172961
7719.6685,2108.8535,15.676933,15.262685,56.81308,21.209625,2.2785935,-0.028823236,0.110408045,0.53856725,2015.4604,5.4258585,20.130842,15.776579
3186.8848,3097.9587,23.289948,22.774744,43.68177,18.538305,1.3699323,0.025717203,0.21100658,0.85619897,2014.8845,7.163053,12.865134,16.85747
12323.198,1449.2542,15.063117,14.843291,71.531685,16.649525,2.2350883,0.04292821,0.14532126,1.5412413,2015.7643,8.335381,17.030706,12.7173195
12125.651,1154.281,11.835993,10.871292,80.73855,17.64158,3.1355417,0.028971517,0.13051553,2.4675148,2015.4581,12.448774,14.033933,15.015481
18666.955,956.64215,11.511883,9.464169,78.0726,15.39552,2.2921605,0.17061909,0.1074469,2.712017,2016.3933,10.232803,16.526043,13.391016
17589.396,466.51495,3.9402652,3.0536118,89.94899,9.911189,6.7677846,0.025297182,0.4925662,3.009433,2016.1031,11.910816,16.042185,9.271138
7645.58,781.1449,12.624101,12.344121,82.6891,16.111958,4.452874,0.0046056546,0.33354655,1.8990498,2015.1123,10.260958,15.855483,11.636962
