Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
730.6024,56.94751,69.85136,10542.282,6.1007066,5.577839,1971.1796,1984.7996,102.549065,442.61237,46.607655,568.1909,1056.233,1162.4011,347.31122,5.8639507,1517.2648,0.42560118,0.057091296,1.5664064,0.38264185,2.8666658,1.0469828,6.52312,0.61007935,1978.5797,1.7651542,473.7701,93.487366,46.311516,22.084415,3.3567865,14.980336,2.8531082,42.31804,6.3231397,2007.8109,180549.48
729.7529,56.631786,70.00543,10686.046,6.1075754,5.560112,1971.4734,1985.14,100.88174,447.37155,43.674404,574.5151,1060.4232,1165.2948,340.46817,5.708913,1518.1803,0.42341,0.05438176,1.556243,0.38040993,2.866414,1.0461711,6.5402784,0.6227765,1978.1095,1.7599595,475.43134,92.05045,47.118816,23.084536,3.3356204,15.653644,2.3680627,31.835123,6.293563,2007.8074,181493.77
730.1685,56.94203,69.855545,10534.695,6.098236,5.57584,1971.2341,1984.873,103.31419,443.13828,46.682156,567.4933,1057.4178,1162.9558,347.5084,5.8383303,1516.5537,0.4256383,0.057630993,1.5660937,0.38223544,2.8686829,1.0476944,6.5223002,0.61258227,1978.5428,1.767941,473.05792,93.93935,46.49218,21.990833,3.3784177,14.896797,2.7654662,42.63095,6.3289146,2007.8134,180856.28
730.1685,56.94203,69.855545,10534.695,6.098236,5.57584,1971.2341,1984.873,103.31419,443.13828,46.682156,567.4933,1057.4178,1162.9558,347.5084,5.8383303,1516.5537,0.4256383,0.057630993,1.5660937,0.38223544,2.8686829,1.0476944,6.5223002,0.61258227,1978.5428,1.767941,473.05792,93.93935,46.49218,21.990833,3.3784177,14.896797,2.7654662,42.63095,6.3289146,2007.8134,180856.28
730.1685,56.94203,69.855545,10534.695,6.098236,5.57584,1971.2341,1984.873,103.31419,443.13828,46.682156,567.4933,1057.4178,1162.9558,347.5084,5.8383303,1516.5537,0.4256383,0.057630993,1.5660937,0.38223544,2.8686829,1.0476944,6.5223002,0.61258227,1978.5428,1.767941,473.05792,93.93935,46.49218,21.990833,3.3784177,14.896797,2.7654662,42.63095,6.3289146,2007.8134,180856.28
730.1685,56.94203,69.855545,10534.695,6.098236,5.57584,1971.2341,1984.873,103.31419,443.13828,46.682156,567.4933,1057.4178,1162.9558,347.5084,5.8383303,1516.5537,0.4256383,0.057630993,1.5660937,0.38223544,2.8686829,1.0476944,6.5223002,0.61258227,1978.5428,1.767941,473.05792,93.93935,46.49218,21.990833,3.3784177,14.896797,2.7654662,42.63095,6.3289146,2007.8134,180856.28
730.1685,56.94203,69.855545,10534.695,6.098236,5.57584,1971.2341,1984.873,103.31419,443.13828,46.682156,567.4933,1057.4178,1162.9558,347.5084,5.8383303,1516.5537,0.4256383,0.057630993,1.5660937,0.38223544,2.8686829,1.0476944,6.5223002,0.61258227,1978.5428,1.767941,473.05792,93.93935,46.49218,21.990833,3.3784177,14.896797,2.7654662,42.63095,6.3289146,2007.8134,180856.28
730.1685,56.94203,69.855545,10534.695,6.098236,5.57584,1971.2341,1984.873,103.31419,443.13828,46.682156,567.4933,1057.4178,1162.9558,347.5084,5.8383303,1516.5537,0.4256383,0.057630993,1.5660937,0.38223544,2.8686829,1.0476944,6.5223002,0.61258227,1978.5428,1.767941,473.05792,93.93935,46.49218,21.990833,3.3784177,14.896797,2.7654662,42.63095,6.3289146,2007.8134,180856.28
731.3996,56.27509,69.589424,10404.382,6.104608,5.5604253,1972.3711,1984.6814,108.03889,441.14795,44.046543,579.87225,1063.0776,1159.5887,350.26843,4.729647,1510.3778,0.42860258,0.05247958,1.5774541,0.38060305,2.904664,1.0415958,6.5446506,0.60858434,1978.7748,1.7690071,477.91177,90.93494,47.723583,21.41821,3.3699262,16.039112,2.0401406,40.731983,6.3212347,2007.8353,180681.14
730.1685,56.94203,69.855545,10534.695,6.098236,5.57584,1971.2341,1984.873,103.31419,443.13828,46.682156,567.4933,1057.4178,1162.9558,347.5084,5.8383303,1516.5537,0.4256383,0.057630993,1.5660937,0.38223544,2.8686829,1.0476944,6.5223002,0.61258227,1978.5428,1.767941,473.05792,93.93935,46.49218,21.990833,3.3784177,14.896797,2.7654662,42.63095,6.3289146,2007.8134,180856.28
730.1685,56.94203,69.855545,10534.695,6.098236,5.57584,1971.2341,1984.873,103.31419,443.13828,46.682156,567.4933,1057.4178,1162.9558,347.5084,5.8383303,1516.5537,0.4256383,0.057630993,1.5660937,0.38223544,2.8686829,1.0476944,6.5223002,0.61258227,1978.5428,1.767941,473.05792,93.93935,46.49218,21.990833,3.3784177,14.896797,2.7654662,42.63095,6.3289146,2007.8134,180856.28
