Unnamed: 0,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,year,month,day,hour
11892.899,605.3285,11.749752,11.03701,75.80564,12.480806,2.5540416,-0.0033255175,0.037235074,0.38056734,2015.99,5.108158,17.602753,7.934158
6381.362,1496.1552,15.799539,15.574768,65.093315,22.762533,2.585821,-0.0086290585,0.04210875,1.5673766,2015.054,8.7758665,14.168674,14.770661
8422.291,2602.4497,10.41619,9.367911,70.12484,14.697849,1.8847615,-0.0020984218,0.004237256,-0.03096159,2015.6959,3.937863,16.009832,11.593989
1877.6583,1136.1698,8.671232,5.920183,66.35862,27.90864,2.5155797,-0.007153598,0.038743757,2.4727042,2015.1309,1.9128176,10.622792,13.13785
13534.21,526.30066,8.830145,6.4529414,74.55673,19.173101,2.1204708,-0.006477039,1.1883259,2.6151795,2016.1385,5.766738,10.911409,9.513495
8031.759,1115.2151,13.336619,12.526071,73.25573,18.1742,3.0486045,-0.0057682595,0.05146516,1.0683159,2015.4303,6.653384,8.631819,14.090704
12388.434,729.3425,14.617656,14.336298,74.05827,15.050472,2.7689235,-0.0037735135,0.32856855,0.8053907,2015.9504,6.4853387,10.526353,10.661216
11831.326,1865.1849,15.376663,15.066521,57.265667,18.21584,2.244934,-0.0060456875,0.046615668,0.2096589,2016.0037,5.02595,15.045172,15.600961
9133.868,3078.0493,21.320642,21.341942,48.378227,19.420292,1.8221692,-0.006432069,0.034105845,0.74969506,2015.5651,6.4527097,13.082512,15.045119
5450.1826,361.0627,15.036733,14.931525,79.77255,11.751176,2.91077,-0.004898043,0.3161484,1.2323625,2015.046,7.6557217,16.310402,4.995437
1424.3693,933.8903,4.990191,2.6646047,81.49023,10.813545,2.8821146,-0.0024560776,-0.0047732973,2.7610745,2015.0533,1.8187248,18.23779,7.9632406
9666.086,160.50815,4.7774873,2.5575995,84.515816,10.853222,2.4922438,-0.0012463082,0.07718641,2.8993433,2016.034,1.5670377,14.2507305,2.6366942
14671.727,1761.4884,18.14666,18.142635,68.231865,16.116316,2.3774571,-0.0043316553,0.056434028,1.6153353,2016.0156,8.693526,18.358982,13.525029
15069.684,1805.3187,16.628084,16.1915,62.214813,22.74452,2.3655791,-0.009154466,0.52240384,1.7132587,2016.0204,8.933343,14.243017,17.185917
13393.432,1886.3319,19.868763,19.840693,62.71134,15.615376,2.0707762,-0.014763345,1.2473392,1.0675848,2015.9723,7.5601883,15.168695,14.712607
12375.771,1606.5182,14.24629,13.932566,64.856285,19.316875,2.465187,-0.0059440094,0.031546645,0.46209016,2016.0225,5.6263437,10.392423,14.961713
4814.9185,956.15717,3.0183418,0.8701033,82.23121,7.200993,1.4936874,0.002516019,0.06437858,2.84518,2015.4261,1.7989918,18.463388,7.6621394
5075.2954,1787.3613,17.947897,18.063269,62.294548,15.468128,1.849694,-0.0077104247,0.011856875,1.093547,2015.0237,7.273767,14.632547,13.983943
4736.6206,677.17664,4.6487775,2.3951955,77.89671,11.4845915,1.6693544,0.0010469488,0.039910443,2.7624676,2015.4241,2.102867,13.30274,7.7946663
3623.163,1003.7558,13.960844,13.472477,66.19099,16.518564,2.8227963,-0.0046364977,0.54116666,0.33821204,2015.0371,5.0351734,17.86058,13.204216
8840.225,1584.0353,20.538933,20.475975,62.116127,12.064212,1.3451599,-0.008096402,0.027295507,1.2139078,2015.4211,7.621887,18.454838,9.946004
9942.323,1185.2708,6.9140735,4.1886644,66.82417,17.145346,1.6075033,-0.004039317,0.0724561,2.8411334,2016.0215,1.8471185,20.691711,16.961433
4491.053,1577.6102,18.66785,18.673658,55.626354,15.655831,1.8428432,-0.0065432857,0.41159397,0.806387,2015.0148,6.4708505,16.840433,14.253375
11788.731,1979.769,16.640673,16.637823,61.983536,17.325981,2.10066,-0.0047329008,0.007506988,0.51437753,2015.9299,5.84682,11.180719,13.879266
5142.103,1047.6437,16.850878,16.922703,68.466606,17.359726,2.9776757,-0.00847349,0.39029562,1.169934,2015.0172,7.467822,15.76843,14.999934
2824.7227,1154.9529,12.357371,11.329212,60.804993,25.89146,2.389841,-0.0047587245,0.02946829,0.25088337,2015.0161,4.1879554,16.465044,14.117151
16232.557,1050.1321,8.529926,7.0514646,81.5626,12.234644,2.7472942,-0.0031211146,0.025445573,2.429739,2015.98,11.119162,16.694296,16.680866
13802.912,99.483185,11.2903385,10.608238,87.11833,10.50428,3.1056283,-0.00012384291,0.06224238,1.7326759,2015.8977,8.9084,13.057988,1.4513924
14133.074,1008.2179,17.507772,17.70239,70.94893,14.736011,2.1773186,-0.006752023,0.113805704,1.2761178,2016.014,7.9208236,15.426763,10.74123
7667.0464,571.67126,10.575368,8.974553,77.000275,17.282442,3.0764132,-0.0018063851,0.27989194,2.0604694,2015.5493,5.000976,7.088811,9.195074
2679.1953,637.1768,7.998624,5.6339984,76.78223,19.095858,3.722721,-0.0054800003,0.9124694,1.4119694,2015.1572,2.44788,12.108699,12.474028
3078.6704,299.4822,5.1220756,2.7804236,81.45934,10.679577,2.29243,-0.002124564,0.5163591,2.408969,2015.2249,2.1472766,15.620912,6.1000094
15061.16,1170.3082,13.550834,13.020822,69.46942,22.723253,2.4633348,-0.0028742154,0.18325102,2.221142,2015.9016,10.617355,8.377407,13.390626
15119.925,1413.6268,13.329443,12.90955,71.49468,13.923262,1.7575238,-0.0036013194,0.0267042,1.6943548,2016.0062,9.244189,18.398548,15.035942
16109.996,820.2626,11.141961,10.051505,80.91856,16.787983,3.383398,-0.0038417608,0.35347605,2.4971774,2015.9637,11.247053,13.71953,14.14199
13038.625,1613.2539,14.434331,14.027015,74.96208,11.181503,1.7351595,-0.0037998904,0.032626234,0.86362505,2016.0114,6.2912006,18.283922,7.9270725
1439.8068,934.6791,8.66388,6.1242375,69.76014,24.195986,3.1492338,-0.007864215,0.06798994,2.0483513,2015.0465,2.1369908,19.440702,14.767423
4569.8794,-65.0289,9.648712,8.398661,81.425545,11.891052,2.0230472,-0.0063673886,0.1454829,1.1198081,2014.9875,6.8089023,23.362093,-2.6401975
4354.293,1091.1038,17.024223,17.252413,63.821426,15.714809,2.5694234,-0.0051560304,0.62616026,0.74017584,2015.0115,6.332394,19.201876,12.677288
10294.499,300.03897,9.483324,8.582168,83.89734,12.3257675,2.4724956,-0.007375577,0.05881638,2.4405096,2015.3025,11.213105,17.611732,3.9148118
16163.196,2047.7921,14.727435,14.378068,68.46007,16.63419,1.8829507,-0.005161868,0.07157714,2.0811012,2016.0479,10.209894,24.50883,14.238142
1476.4147,1146.0316,7.195943,4.0857897,66.6111,22.98148,1.906453,-0.0031736281,0.032565005,2.8843758,2015.092,1.5923392,12.546402,13.030157
6458.411,1694.7078,8.742684,7.1027594,72.41089,14.516099,2.309435,-0.002791607,0.017534815,-0.011494951,2015.5073,3.5737135,14.975625,12.899603
3948.96,207.91837,10.1721945,9.246334,81.13683,11.213353,2.5404952,-0.002766383,0.027376138,0.45915142,2015.0839,5.0852933,13.7619705,2.8930895
11806.859,1798.7943,17.769415,17.726675,62.753456,20.130337,2.5546741,-0.005950998,0.25485924,0.92831725,2015.848,6.873206,9.269638,15.055911
15865.799,578.2164,7.36252,5.022998,81.13913,13.480331,2.8946323,-0.0030261998,0.8928739,2.5926063,2016.06,9.369561,22.205212,16.012291
10007.043,336.52798,7.1330423,5.1424885,83.783455,13.216334,3.687062,-0.002851098,0.39978734,2.6596794,2016.064,1.7721268,13.961076,6.8914766
4357.1533,1266.3881,9.189183,7.7497754,70.50786,14.328698,2.367073,-0.0040770876,0.044544242,0.017781181,2015.24,3.6304026,16.565495,13.560319
13769.737,1333.3787,17.635849,17.764292,69.02559,14.271485,2.3570013,-0.0053872666,0.04898704,1.1620522,2016.0071,7.438497,19.486296,13.190301
7411.9883,711.7728,13.678984,13.255624,82.551056,18.650648,4.680505,-0.0081755305,0.1014178,2.2924485,2015.0177,10.596818,15.393443,14.035272
12365.84,1374.6101,16.50829,16.303358,67.63978,19.690372,2.9275613,-0.00949371,0.81353694,0.9716519,2015.8987,6.9343667,9.844471,15.1777935
8698.266,1139.5433,7.0858994,3.8707128,65.42156,20.335611,1.6972038,0.0017221726,0.06318497,2.8460834,2015.9283,1.4547278,14.372848,14.082204
13854.303,666.5571,9.940931,8.085408,77.08105,19.414946,3.4134474,-0.010123194,0.950723,2.5799341,2016.0781,6.213376,20.146538,16.830399
