,Unnamed: 0,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,year,month,day,hour
0,6068.0,1747.0,13.0,13.0,77.0,24.0,7.0,0.0,0.0,2.0,2015.0,9.0,14.0,19.0
1,4418.0,1492.0,22.5,22.5,53.0,32.0,3.0,0.0,0.0,1.0,2015.0,7.0,7.0,13.0
2,11155.0,811.0,11.5,11.5,82.5,15.0,7.0,0.0,0.0,0.0,2016.0,4.0,15.0,16.0
3,7751.0,840.0,9.0,6.0,82.0,21.0,3.0,0.0,0.0,2.0,2015.0,11.0,24.0,15.0
4,4819.0,703.0,17.0,17.0,70.5,8.0,7.0,0.0,0.0,1.0,2015.0,7.0,24.0,10.0
5,15631.0,1499.0,13.5,13.5,65.0,13.0,3.0,0.0,0.0,2.0,2016.0,10.0,21.0,15.0
6,4270.0,2543.0,27.0,27.0,48.0,20.0,1.0,0.0,0.0,1.0,2015.0,7.0,1.0,9.0
7,13487.0,1380.0,21.5,21.5,67.0,8.0,2.0,0.0,0.0,1.0,2016.0,7.0,22.0,11.0
8,3521.0,345.0,12.0,12.0,79.5,14.0,7.0,0.0,1.0,0.0,2015.0,5.0,31.0,1.0
9,7250.0,1079.0,12.0,12.0,88.0,13.0,2.0,0.0,0.0,2.0,2015.0,11.0,3.0,10.0
10,4423.0,4346.0,21.5,21.0,45.0,28.5,1.0,0.0,0.0,1.0,2015.0,7.0,7.0,18.0
11,9577.0,95.0,6.0,4.5,71.0,7.5,1.0,0.0,0.0,3.0,2016.0,2.0,9.0,5.0
12,4426.0,1150.0,18.0,18.0,49.0,30.0,1.0,0.0,0.0,1.0,2015.0,7.0,7.0,21.0
13,4374.0,2771.0,22.0,21.0,47.0,26.0,2.0,0.0,1.0,1.0,2015.0,7.0,5.0,17.0
14,4577.0,132.0,18.0,18.0,80.5,19.5,3.0,0.0,0.0,1.0,2015.0,7.0,14.0,5.0
15,3301.0,1097.0,16.5,16.5,40.5,16.0,1.0,0.0,0.0,0.0,2015.0,5.0,21.0,21.0
16,7565.0,1046.0,14.0,14.0,65.0,27.0,2.0,0.0,0.0,2.0,2015.0,11.0,16.0,13.0
17,2332.0,1729.0,12.0,12.0,58.0,30.0,2.0,0.0,1.0,0.0,2015.0,4.0,11.0,12.0
18,15703.0,1299.0,14.0,14.0,67.0,14.0,2.0,0.0,0.0,2.0,2016.0,10.0,24.0,15.0
19,2502.0,2873.0,13.0,13.0,45.5,34.0,1.0,0.0,1.0,0.0,2015.0,4.0,18.0,14.0
20,5981.0,1327.0,16.5,16.5,72.5,13.0,1.0,0.0,0.0,2.0,2015.0,9.0,10.0,20.0
21,4770.0,2492.0,20.5,20.5,58.5,19.5,2.0,0.0,0.0,1.0,2015.0,7.0,22.0,9.0
22,10647.0,386.0,9.0,6.0,87.0,20.0,7.0,0.0,0.0,0.0,2016.0,3.0,24.0,20.0
23,3940.0,1714.0,25.5,25.5,52.5,29.0,2.0,0.0,0.0,1.0,2015.0,6.0,17.0,15.0
24,690.0,502.0,4.0,0.0,61.0,18.5,4.0,0.0,1.0,3.0,2015.0,2.0,1.0,19.0
25,8127.0,4091.0,12.0,12.0,69.5,23.0,2.0,0.0,0.0,3.0,2015.0,12.0,10.0,8.0
26,12970.0,800.0,17.5,17.5,75.0,24.0,3.0,0.0,0.0,1.0,2016.0,6.0,30.0,22.0
27,6686.0,2486.0,16.0,16.0,70.0,23.0,2.0,0.0,1.0,2.0,2015.0,10.0,10.0,15.0
28,4330.0,1335.0,19.5,19.5,75.5,23.0,1.0,0.0,0.0,1.0,2015.0,7.0,3.0,21.0
29,3122.0,545.0,11.0,11.0,74.5,29.0,7.0,0.0,0.0,0.0,2015.0,5.0,14.0,10.0
30,1388.0,360.0,5.0,0.5,70.0,25.0,1.0,0.0,0.0,0.0,2015.0,3.0,2.0,22.0
31,6145.0,328.0,14.0,14.0,82.0,12.0,1.0,0.0,0.0,2.0,2015.0,9.0,18.0,0.0
32,6461.0,130.0,11.0,11.0,88.0,13.0,1.0,0.0,0.0,2.0,2015.0,10.0,1.0,5.0
33,505.0,216.0,2.0,-1.0,81.0,10.0,1.0,0.0,1.0,3.0,2015.0,1.0,25.0,2.0
34,17379.0,1316.0,5.5,3.0,73.5,11.0,2.0,1.0,0.0,3.0,2017.0,1.0,2.0,13.0
35,12070.0,2466.0,17.0,17.0,52.5,16.0,2.0,0.0,0.0,0.0,2016.0,5.0,23.0,19.0
36,15673.0,744.0,9.5,8.0,79.0,10.0,2.0,0.0,1.0,2.0,2016.0,10.0,23.0,9.0
37,13381.0,238.0,20.0,20.0,80.5,10.0,1.0,0.0,0.0,1.0,2016.0,7.0,18.0,1.0
38,14449.0,1515.0,21.0,21.0,69.0,23.0,2.0,0.0,0.0,1.0,2016.0,8.0,31.0,20.0
39,14540.0,58.0,21.0,21.0,88.0,13.0,3.0,0.0,0.0,2.0,2016.0,9.0,6.0,4.0
40,14324.0,2247.0,26.5,26.0,31.5,14.0,1.0,0.0,0.0,1.0,2016.0,8.0,26.0,15.0
41,3534.0,1042.0,16.0,16.0,77.5,25.5,3.0,0.0,1.0,0.0,2015.0,5.0,31.0,14.0
42,1103.0,109.0,6.0,2.5,81.0,19.5,3.0,0.0,0.0,3.0,2015.0,2.0,19.0,1.0
43,4998.0,1188.0,18.0,18.0,49.0,11.0,1.0,0.0,0.0,1.0,2015.0,7.0,31.0,21.0
44,12211.0,2900.0,18.0,18.0,68.0,18.5,3.0,0.0,1.0,0.0,2016.0,5.0,29.0,16.0
45,2659.0,186.0,12.0,12.0,91.0,16.0,7.0,0.0,1.0,0.0,2015.0,4.0,25.0,3.0
46,13115.0,780.0,18.0,18.0,64.0,14.0,1.0,0.0,0.0,1.0,2016.0,7.0,6.0,23.0
47,12662.0,1264.0,16.5,16.5,72.5,14.0,3.0,0.0,0.0,1.0,2016.0,6.0,17.0,11.0
48,2033.0,341.0,10.0,7.0,76.0,30.0,2.0,0.0,1.0,0.0,2015.0,3.0,29.0,20.0
49,11331.0,200.0,7.0,5.0,76.0,12.0,7.0,0.0,1.0,0.0,2016.0,4.0,23.0,0.0
50,14019.0,3178.0,24.0,24.0,45.5,17.0,1.0,0.0,1.0,1.0,2016.0,8.0,13.0,19.0
51,9055.0,31.0,4.0,1.0,81.0,14.0,2.0,0.0,0.0,3.0,2016.0,1.0,18.0,4.0
52,6749.0,702.0,9.0,7.0,82.0,13.0,2.0,0.0,0.0,2.0,2015.0,10.0,13.0,6.0
53,11317.0,1083.0,10.5,9.0,71.5,25.0,3.0,0.0,0.0,0.0,2016.0,4.0,22.0,10.0
54,509.0,83.0,2.0,-2.0,87.0,13.0,1.0,0.0,1.0,3.0,2015.0,1.0,25.0,6.0
55,3300.0,1640.0,17.5,17.5,38.0,19.5,1.0,0.0,0.0,0.0,2015.0,5.0,21.0,20.0
56,388.0,80.0,-0.5,-0.5,93.0,4.0,2.0,0.0,0.0,3.0,2015.0,1.0,20.0,5.0
57,6578.0,57.0,16.0,16.0,94.0,8.0,3.0,0.0,0.0,2.0,2015.0,10.0,6.0,2.0
58,11401.0,351.0,4.0,1.5,87.0,10.0,2.0,0.0,0.0,0.0,2016.0,4.0,25.0,22.0
59,7518.0,303.0,11.0,11.0,88.0,17.0,7.0,0.0,1.0,2.0,2015.0,11.0,14.0,14.0
60,2060.0,215.0,12.5,12.5,85.0,40.0,3.0,0.0,0.0,0.0,2015.0,3.0,30.0,23.0
61,3129.0,851.0,10.0,7.0,88.0,21.0,7.0,0.0,0.0,0.0,2015.0,5.0,14.0,17.0
62,9966.0,721.0,4.0,1.0,75.0,11.0,2.0,0.0,0.0,3.0,2016.0,2.0,25.0,11.0
63,10306.0,975.0,9.0,8.0,71.0,8.0,3.0,0.0,0.0,0.0,2016.0,3.0,10.0,15.0
64,16035.0,445.0,8.5,5.5,68.5,19.0,3.0,0.0,0.0,2.0,2016.0,11.0,7.0,12.0
65,11123.0,4358.0,11.5,11.5,67.5,7.0,1.0,0.0,0.0,0.0,2016.0,4.0,14.0,8.0
66,17025.0,636.0,8.0,6.5,87.0,8.0,4.0,0.0,1.0,3.0,2016.0,12.0,18.0,19.0
67,15738.0,134.0,10.5,10.5,94.0,0.0,3.0,0.0,0.0,2.0,2016.0,10.0,26.0,2.0
68,5372.0,2221.0,20.5,20.5,51.0,3.0,1.0,0.0,1.0,1.0,2015.0,8.0,16.0,11.0
69,12606.0,81.0,14.0,14.0,82.0,12.0,1.0,0.0,0.0,1.0,2016.0,6.0,15.0,3.0
70,8851.0,854.0,11.0,11.0,77.0,26.0,7.0,0.0,1.0,3.0,2016.0,1.0,9.0,16.0
71,400.0,2683.0,4.0,1.0,78.0,12.0,1.0,0.0,0.0,3.0,2015.0,1.0,20.0,17.0
72,2935.0,946.0,14.5,14.5,67.5,30.5,2.0,0.0,0.0,0.0,2015.0,5.0,6.0,15.0
73,1419.0,97.0,4.0,0.0,81.0,19.5,1.0,0.0,0.0,0.0,2015.0,3.0,4.0,5.0
74,873.0,773.0,6.0,3.5,81.0,11.0,3.0,0.0,0.0,3.0,2015.0,2.0,9.0,10.0
75,10132.0,2000.0,5.5,1.5,68.0,19.5,2.0,0.0,0.0,0.0,2016.0,3.0,3.0,9.0
76,16949.0,1228.0,11.0,11.0,85.0,12.0,4.0,0.0,0.0,3.0,2016.0,12.0,15.0,15.0
77,16667.0,462.0,5.0,2.5,81.0,10.0,1.0,0.0,1.0,3.0,2016.0,12.0,3.0,21.0
78,15278.0,764.0,12.5,12.5,65.0,10.0,7.0,0.0,0.0,2.0,2016.0,10.0,6.0,22.0
79,3557.0,1204.0,12.0,12.0,72.0,26.0,7.0,0.0,0.0,1.0,2015.0,6.0,1.0,13.0
80,13539.0,3607.0,24.0,24.0,54.0,21.0,3.0,0.0,1.0,1.0,2016.0,7.0,24.0,15.0
81,4834.0,160.0,14.0,14.0,88.0,15.0,7.0,0.0,1.0,1.0,2015.0,7.0,25.0,1.0
82,3027.0,2061.0,16.5,16.5,57.5,18.0,2.0,0.0,1.0,0.0,2015.0,5.0,10.0,11.0
83,12796.0,62.0,19.0,19.0,94.0,6.5,7.0,0.0,0.0,1.0,2016.0,6.0,23.0,1.0
84,4412.0,2589.0,19.0,19.0,66.0,16.0,1.0,0.0,0.0,1.0,2015.0,7.0,7.0,7.0
85,11815.0,61.0,12.0,12.0,88.0,13.0,4.0,0.0,0.0,0.0,2016.0,5.0,13.0,4.0
86,3341.0,924.0,13.5,13.5,75.5,21.0,7.0,0.0,1.0,0.0,2015.0,5.0,23.0,13.0
87,2110.0,61.0,7.0,4.0,93.0,17.5,7.0,0.0,0.0,0.0,2015.0,4.0,2.0,5.0
88,9917.0,827.0,7.0,4.0,71.0,17.0,2.0,0.0,0.0,3.0,2016.0,2.0,23.0,10.0
89,3347.0,1616.0,14.0,14.0,61.0,16.0,1.0,0.0,1.0,0.0,2015.0,5.0,23.0,19.0
