Unnamed: 0,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,year,month,day,hour
3507.6655,144.45517,17.583828,11.794282,80.97247,10.43281,4.426032,0.03272088,-0.04016701,0.3157578,2015.9674,3.3311408,15.8516865,7.744536
13375.488,2386.509,7.3303533,18.787012,66.90638,11.7690935,3.9056885,-0.088641204,0.7137456,0.31401592,2015.712,4.031844,8.095081,18.069029
4468.953,2300.9414,11.12257,11.667809,79.93519,22.721233,1.320985,-0.1278517,-0.0823699,0.32461566,2014.9779,9.764047,9.002853,6.4458895
4669.8086,487.11673,7.9065986,18.372108,85.78318,24.288858,3.1472921,0.21299231,-0.101645894,2.2975638,2015.9786,3.241478,14.749847,8.939117
13433.558,2396.1384,7.272201,18.734272,57.532288,23.795279,0.64910173,-0.14588648,0.71314967,1.3691785,2015.0188,9.382072,8.203153,17.991724
3619.209,178.96213,18.473845,8.728649,63.741,11.633084,0.7748966,-0.14130859,-0.061134793,0.4439062,2014.9598,8.344964,23.932222,5.0920067
3952.834,108.906586,8.288388,17.732162,78.38129,23.554096,1.3622802,0.20655338,-0.021934306,2.407949,2014.9678,3.3631039,13.515658,8.954139
7958.1274,125.63083,18.456509,5.654587,58.903984,9.408646,3.50978,-0.09928505,0.5176729,0.9448599,2014.9763,8.15002,8.379052,5.274571
11167.703,2066.598,16.653156,7.5900874,58.286057,18.861422,0.5623641,-0.14497013,0.69408053,0.32762104,2014.9863,9.723314,22.289873,6.3577824
5822.271,126.36447,8.400472,13.850141,84.58183,22.944017,3.5746624,0.20368183,0.17568117,2.3635235,2015.546,6.66864,14.176796,5.6112437
5188.1714,928.29645,18.603949,5.5621305,85.705734,8.750807,5.083976,0.19682275,-0.14478305,1.7733973,2015.9401,3.4231987,18.980097,5.463343
6399.0293,2236.818,12.591747,16.46907,73.0107,23.663897,0.9494597,-0.0865434,0.5644641,1.4276862,2015.2069,4.792545,8.984527,10.347266
3444.5137,2271.5786,10.384463,16.258354,85.47203,9.010098,4.721653,0.12167101,-0.119036235,0.3159377,2015.9564,3.3232484,8.31523,11.707228
3372.2495,104.70261,18.622702,7.451104,84.052734,10.552008,5.0335793,0.2133124,-0.1739338,2.3437982,2015.1581,3.24974,25.286932,4.8719015
4205.904,394.01553,17.627176,16.750303,83.5881,11.207154,4.7099237,0.18572554,-0.15777838,0.8013653,2015.9608,3.430284,15.640295,9.331634
